N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
1171.0,형지엘리트,1303.0,10.0,+0.77%,500.0,1287.0,1315.0,1275.0
1172.0,비비안,1351.0,1.0,+0.07%,500.0,1350.0,1363.0,1338.0
1173.0,KODEX K-친환경선박액티브,12545.0,210.0,+1.70%,0.0,12355.0,12690.0,12330.0
1174.0,ACE 미국달러SOFR금리(합성),9985.0,40.0,+0.40%,0.0,9950.0,9995.0,9930.0
1175.0,KTOP 단기금융채액티브,100085.0,25.0,+0.02%,0.0,100070.0,100095.0,100070.0
1176.0,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,15980.0,880.0,-5.22%,0.0,15880.0,16000.0,15755.0
1177.0,SK디스커버리우,29300.0,150.0,-0.51%,5000.0,29450.0,29600.0,29250.0
1178.0,대신 인버스 2X 알루미늄 선물 ETN(H),39780.0,745.0,-1.84%,0.0,40160.0,40160.0,39780.0
1179.0,SOL 200 Top10,9025.0,25.0,-0.28%,0.0,9070.0,9085.0,9015.0
1180.0,동일제강,1934.0,1.0,-0.05%,500.0,1920.0,1935.0,1913.0
1181.0,KODEX 코스피TR,12660.0,5.0,+0.04%,0.0,12655.0,12670.0,12610.0
1182.0,TIGER 200 헬스케어,17205.0,180.0,-1.04%,0.0,17525.0,17540.0,17145.0
1183.0,TRUE 코스피 양매도 3% OTM ETN,7830.0,0.0,0.00%,0.0,7830.0,7830.0,7830.0
1184.0,한국ANKOR유전,558.0,1.0,+0.18%,0.0,554.0,619.0,546.0
1185.0,성문전자,1710.0,2.0,-0.12%,500.0,1702.0,1718.0,1683.0
1186.0,WOORI 단기국공채액티브,50375.0,5.0,+0.01%,0.0,50370.0,50375.0,50370.0
1187.0,부산주공,486.0,0.0,0.00%,500.0,0.0,0.0,0.0
1188.0,KODEX KRX기후변화솔루션,13630.0,80.0,+0.59%,0.0,13615.0,13650.0,13510.0
1189.0,ARIRANG ESG가치주액티브,8225.0,5.0,+0.06%,0.0,8220.0,8230.0,8200.0
1190.0,삼성 미국 대형 가치주 ETN,18890.0,0.0,0.00%,0.0,18890.0,18890.0,18890.0
1191.0,미래에셋 인버스 2X 원유선물혼합 ETN(H),15035.0,810.0,-5.11%,0.0,15015.0,15060.0,14915.0
1192.0,신한 레버리지 금 선물 ETN,18775.0,70.0,+0.37%,0.0,18735.0,18785.0,18735.0
1193.0,주연테크,634.0,17.0,+2.76%,200.0,617.0,640.0,607.0
1194.0,한창,403.0,4.0,-0.98%,500.0,416.0,416.0,400.0
1195.0,삼성 미국 대형 성장주 ETN(H),18730.0,0.0,0.00%,0.0,18730.0,18730.0,18730.0
1196.0,세기상사,6690.0,50.0,+0.75%,500.0,6610.0,6790.0,6480.0
1197.0,KODEX 차이나과창판STAR50(합성),7280.0,70.0,+0.97%,0.0,7220.0,7340.0,7220.0
1198.0,경인전자,23550.0,100.0,-0.42%,5000.0,23700.0,23700.0,23400.0
1199.0,태원물산,4860.0,75.0,-1.52%,500.0,4785.0,4885.0,4655.0
1200.0,삼성 레버리지 은 선물 ETN(H),12305.0,55.0,-0.44%,0.0,12390.0,12450.0,12290.0
1201.0,세우글로벌,1286.0,0.0,0.00%,500.0,1287.0,1300.0,1280.0
1202.0,미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,12260.0,40.0,+0.33%,0.0,12220.0,12260.0,12220.0
1203.0,DL우,21800.0,150.0,-0.68%,5000.0,22350.0,22350.0,21750.0
1204.0,TIGER 퓨처모빌리티액티브,10805.0,85.0,-0.78%,0.0,10720.0,10885.0,10720.0
1205.0,TBH글로벌,1756.0,7.0,+0.40%,500.0,1749.0,1769.0,1749.0
1206.0,TRUE 인버스 2X 나스닥 100 ETN,1220.0,5.0,-0.41%,0.0,1225.0,1225.0,1215.0
1207.0,TIGER 미국나스닥바이오,19460.0,80.0,+0.41%,0.0,19380.0,19470.0,19380.0
1208.0,참엔지니어링,620.0,9.0,-1.43%,500.0,629.0,630.0,613.0
1209.0,삼성 레버리지 China A50 선물 ETN(H),36380.0,565.0,+1.58%,0.0,36525.0,36525.0,36340.0
1210.0,호텔신라우,47950.0,100.0,+0.21%,5000.0,47900.0,48100.0,47750.0
1211.0,HANARO 200선물레버리지,18950.0,15.0,+0.08%,0.0,18860.0,18950.0,18810.0
1212.0,QV S&P500 버퍼10% 9월 ETN,11970.0,0.0,0.00%,0.0,11970.0,11970.0,11970.0
1213.0,KODEX 미국나스닥100(H),12580.0,60.0,+0.48%,0.0,12535.0,12585.0,12520.0
1214.0,TIGER 미국나스닥100레버리지(합성),12350.0,175.0,+1.44%,0.0,12170.0,12355.0,12165.0
1215.0,KOSEF 릭소글로벌퓨처모빌리티MSCI,10815.0,65.0,+0.60%,0.0,10805.0,10820.0,10705.0
1216.0,하나 레버리지 콩 선물 ETN(H),35155.0,660.0,+1.91%,0.0,34720.0,35170.0,34720.0
1217.0,KOSEF 미국달러선물,14270.0,75.0,+0.53%,0.0,14160.0,14270.0,14160.0
1218.0,QV 코스피 200 ETN,35030.0,280.0,-0.79%,0.0,35200.0,35200.0,35030.0
1219.0,삼성 블룸버그 레버리지 WTI원유 선물 ETN,13960.0,845.0,+6.44%,0.0,13865.0,13960.0,13830.0
1220.0,KODEX 미국S&P500산업재(합성),24835.0,75.0,+0.30%,0.0,24760.0,24835.0,24585.0
1221.0,신한 레버리지 다우존스지수 선물 ETN(H),34740.0,150.0,-0.43%,0.0,34675.0,34800.0,34675.0
1222.0,신한 구리 선물 ETN(H),17365.0,235.0,+1.37%,0.0,17365.0,17365.0,17365.0
1223.0,윌비스,513.0,14.0,+2.81%,1000.0,492.0,515.0,492.0
1224.0,KODEX 인도Nifty50레버리지(합성),11470.0,105.0,+0.92%,0.0,11300.0,11470.0,11220.0
1225.0,에넥스,572.0,3.0,-0.52%,500.0,576.0,578.0,570.0
1226.0,KB 천연가스 선물 ETN(H),6855.0,200.0,+3.01%,0.0,6830.0,6855.0,6825.0
1227.0,ACE 중장기국공채액티브,97840.0,170.0,-0.17%,0.0,97880.0,97880.0,97830.0
1228.0,KODEX 미국달러선물인버스,8695.0,55.0,-0.63%,0.0,8750.0,8750.0,8695.0
1229.0,SUN&L,2685.0,5.0,-0.19%,1000.0,2670.0,2700.0,2670.0
1230.0,신풍,959.0,3.0,+0.31%,500.0,956.0,965.0,948.0
1231.0,삼성 미국 대형 가치주 ETN(H),16760.0,0.0,0.00%,0.0,16760.0,16760.0,16760.0
1232.0,유안타증권우,2590.0,30.0,+1.17%,5000.0,2530.0,2595.0,2520.0
1233.0,KODEX 차이나심천ChiNext(합성),9635.0,145.0,+1.53%,0.0,9525.0,9650.0,9495.0
1234.0,이스타코,772.0,5.0,-0.64%,500.0,770.0,778.0,755.0
1235.0,ACE 200TR,21875.0,55.0,+0.25%,0.0,21865.0,21895.0,21765.0
1236.0,금호전기,894.0,10.0,-1.11%,500.0,903.0,904.0,875.0
1237.0,KODEX 미국채10년선물,10930.0,40.0,+0.37%,0.0,10800.0,10930.0,10800.0
1238.0,대교우B,1683.0,8.0,-0.47%,500.0,1691.0,1717.0,1671.0
1239.0,대신343 K200,34350.0,55.0,-0.16%,0.0,34460.0,34465.0,34330.0
1240.0,KODEX 유럽탄소배출권선물ICE(H),13065.0,210.0,+1.63%,0.0,13045.0,13080.0,12915.0
1241.0,KODEX 미국달러선물레버리지,12495.0,140.0,+1.13%,0.0,12320.0,12495.0,12315.0
1242.0,TRUE 블룸버그 인버스 2X WTI원유 선물 ETN,16005.0,930.0,-5.49%,0.0,15915.0,16020.0,15815.0
1243.0,TIGER 골드선물(H),13335.0,5.0,-0.04%,0.0,13345.0,13355.0,13330.0
1244.0,삼성 China A50 선물 ETN(H),15985.0,0.0,0.00%,0.0,15985.0,15985.0,15985.0
1245.0,한국주강,2810.0,0.0,0.00%,500.0,2790.0,2820.0,2780.0
1246.0,KODEX 건설,3860.0,5.0,-0.13%,0.0,3905.0,3905.0,3825.0
1247.0,한성기업,5090.0,60.0,+1.19%,5000.0,5030.0,5100.0,4995.0
1248.0,KBSTAR 게임테마,9135.0,135.0,-1.46%,0.0,9285.0,9285.0,9110.0
1249.0,KODEX 200ESG,12435.0,35.0,-0.28%,0.0,12455.0,12465.0,12400.0
1250.0,카프로,774.0,109.0,+16.39%,500.0,685.0,847.0,680.0
1251.0,TIGER S&P글로벌헬스케어(합성),20075.0,15.0,-0.07%,0.0,20025.0,20075.0,19935.0
1252.0,KODEX KRX300,16270.0,15.0,+0.09%,0.0,16255.0,16280.0,16225.0
1253.0,삼성 레버리지 금 선물 ETN(H),30890.0,0.0,0.00%,0.0,30940.0,30955.0,30890.0
1254.0,한솔PNS,1504.0,14.0,-0.92%,500.0,1504.0,1528.0,1497.0
1255.0,SHD,25300.0,150.0,-0.59%,5000.0,25450.0,25600.0,25200.0
1256.0,진도,2460.0,15.0,+0.61%,500.0,2445.0,2460.0,2430.0
1257.0,TIGER 코스닥150선물인버스,3570.0,15.0,+0.42%,0.0,3535.0,3600.0,3535.0
1258.0,모두투어리츠,3890.0,5.0,+0.13%,5000.0,3885.0,3950.0,3850.0
1259.0,삼성 인버스 2X 나스닥 100 ETN(H),4340.0,20.0,-0.46%,0.0,4345.0,4355.0,4325.0
1260.0,롯데지주우,37700.0,300.0,-0.79%,200.0,37000.0,38100.0,37000.0
1261.0,대한항공우,27200.0,500.0,+1.87%,5000.0,27000.0,27200.0,26700.0
1262.0,메리츠 KAP 통안채 6개월 ETN,50350.0,0.0,0.00%,0.0,50350.0,50350.0,50350.0
1263.0,ARIRANG 미국장기우량회사채,83370.0,170.0,-0.20%,0.0,83535.0,83580.0,82535.0
1264.0,TIGER 200IT레버리지,39880.0,310.0,-0.77%,0.0,40190.0,40190.0,39545.0
1265.0,메리츠 레버리지 미국채30년 ETN(H),5980.0,90.0,-1.48%,0.0,5945.0,6010.0,5910.0
1266.0,KODEX 미국S&P500경기소비재,11890.0,150.0,+1.28%,0.0,11815.0,11950.0,11815.0
1267.0,미래에셋 중국 심천 100 ETN,14860.0,250.0,+1.71%,0.0,14765.0,14860.0,14765.0
1268.0,BYC우,137900.0,2400.0,-1.71%,5000.0,137900.0,137900.0,137300.0
1269.0,신한 콩 선물 ETN(H),14840.0,5.0,+0.03%,0.0,14835.0,14885.0,14835.0
1270.0,하나 Solactive US Tech Top 10 ETN(H),14805.0,0.0,0.00%,0.0,14805.0,14805.0,14805.0
1271.0,ACE 미국30년국채선물레버리지(합성 H),7390.0,85.0,-1.14%,0.0,7330.0,7435.0,7325.0
1272.0,TIGER 미국S&P500배당귀족,10700.0,15.0,+0.14%,0.0,10710.0,10710.0,10625.0
1273.0,미래에셋 원유선물혼합 ETN(H),29170.0,730.0,+2.57%,0.0,28445.0,29170.0,28440.0
1274.0,신한 금 선물 ETN(H),14435.0,10.0,+0.07%,0.0,14425.0,14435.0,14425.0
1275.0,체시스,901.0,2.0,+0.22%,500.0,899.0,905.0,885.0
1276.0,KBSTAR 배터리 리사이클링iSelect,15990.0,210.0,-1.30%,0.0,16035.0,16180.0,15865.0
1277.0,KODEX 차이나A50,19165.0,275.0,+1.46%,0.0,19005.0,19185.0,18840.0
1278.0,KODEX 미디어&엔터테인먼트,13060.0,40.0,+0.31%,0.0,13065.0,13325.0,12990.0
1279.0,SOL 코스닥150,14775.0,160.0,-1.07%,0.0,14915.0,14920.0,14725.0
1280.0,ACE 미국친환경그린테마INDXX,10600.0,0.0,0.00%,0.0,10665.0,10665.0,10570.0
1281.0,TIGER 200TR,19040.0,10.0,+0.05%,0.0,19055.0,19055.0,18965.0
1282.0,TIGER 인도니프티50레버리지(합성),27920.0,55.0,-0.20%,0.0,27975.0,27975.0,27500.0
1283.0,TIGER 리츠부동산인프라채권TR KIS,4705.0,5.0,+0.11%,0.0,4715.0,4715.0,4700.0
1284.0,QV 블룸버그 -2X 천연가스 선물 ETN(H),56625.0,3315.0,-5.53%,0.0,56870.0,56870.0,56625.0
1285.0,미래에셋 에너지화학 Core5 ETN,14130.0,0.0,0.00%,0.0,14130.0,14130.0,14130.0
1286.0,삼성 인버스 0.5X S&P500 VIX S/T선물 ETN,28225.0,0.0,0.00%,0.0,28225.0,28225.0,28225.0
1287.0,삼성 KRX 금현물 ETN,14085.0,20.0,-0.14%,0.0,14090.0,14090.0,14085.0
1288.0,TIGER 차이나클린에너지SOLACTIVE,7095.0,80.0,+1.14%,0.0,7035.0,7100.0,6975.0
1289.0,TRUE 인버스 0.5X S&P500 VIX S/T 선물 ETN,28055.0,0.0,0.00%,0.0,28055.0,28055.0,28055.0
1290.0,ACE 2차전지&친환경차액티브,14710.0,90.0,+0.62%,0.0,14580.0,14920.0,14380.0
1291.0,TIGER 원유선물Enhanced(H),4490.0,120.0,+2.75%,0.0,4490.0,4500.0,4460.0
1292.0,KODEX 탄소효율그린뉴딜,8680.0,30.0,-0.34%,0.0,8710.0,8710.0,8680.0
1293.0,하나 -0.5X S&P500 VIX S/T 선물 ETN(H),27735.0,0.0,0.00%,0.0,27735.0,27735.0,27735.0
1294.0,TRUE 블룸버그 레버리지 WTI원유 선물 ETN,13860.0,740.0,+5.64%,0.0,13810.0,13965.0,13805.0
1295.0,미래에셋 인버스 2X 코스피200 선물 ETN,13855.0,35.0,-0.25%,0.0,13865.0,13950.0,13810.0
1296.0,KODEX 미국S&P500에너지(합성),13255.0,245.0,+1.88%,0.0,13155.0,13255.0,13150.0
1297.0,KODEX 유럽명품TOP10 STOXX,9200.0,10.0,-0.11%,0.0,9210.0,9210.0,9150.0
1298.0,삼성 레버리지 코스피200 선물 ETN,27580.0,40.0,+0.15%,0.0,27625.0,27625.0,27580.0
1299.0,신한 레버리지 코스피 200 선물 ETN,27520.0,20.0,+0.07%,0.0,27665.0,27665.0,27520.0
1300.0,WOORI 대한민국국고채액티브,50190.0,225.0,-0.45%,0.0,50265.0,50280.0,50105.0
1301.0,신한 브렌트원유 선물 ETN(H),13725.0,370.0,+2.77%,0.0,13645.0,13725.0,13640.0
1302.0,신한 레버리지 미국달러 선물 ETN,13660.0,140.0,+1.04%,0.0,13545.0,13670.0,13525.0
1303.0,ARIRANG 미국나스닥테크,25705.0,240.0,+0.94%,0.0,25510.0,25715.0,25510.0
1304.0,KBSTAR 내수주플러스,7755.0,110.0,+1.44%,0.0,7695.0,7755.0,7695.0
1305.0,KODEX 글로벌로봇(합성),17250.0,90.0,+0.52%,0.0,17160.0,17260.0,17100.0
1306.0,제이준코스메틱,5940.0,190.0,-3.10%,500.0,6130.0,6170.0,5650.0
1307.0,두산퓨얼셀2우B,8910.0,140.0,-1.55%,100.0,8750.0,9100.0,8750.0
1308.0,TIGER KRX기후변화솔루션,13760.0,5.0,-0.04%,0.0,13765.0,13815.0,13680.0
1309.0,ARIRANG 미국단기우량회사채,108835.0,455.0,+0.42%,0.0,108380.0,108835.0,108380.0
1310.0,KODEX 고배당,8690.0,35.0,+0.40%,0.0,8665.0,8690.0,8650.0
1311.0,KOSEF 국고채3년,108065.0,70.0,+0.06%,0.0,107995.0,108085.0,107995.0
1312.0,KODEX K-미래차액티브,10160.0,35.0,-0.34%,0.0,10225.0,10225.0,10125.0
1313.0,TIGER 탄소효율그린뉴딜,8635.0,0.0,0.00%,0.0,8635.0,8650.0,8615.0
1314.0,SOL 글로벌탄소배출권선물IHS(합성),12885.0,170.0,+1.34%,0.0,12720.0,12885.0,12720.0
1315.0,TIGER 글로벌멀티에셋TIF액티브,9520.0,5.0,+0.05%,0.0,9525.0,9525.0,9460.0
1316.0,KBSTAR 글로벌4차산업IT(합성 H),22290.0,160.0,-0.71%,0.0,22425.0,22425.0,22260.0
1317.0,신한 은 선물 ETN(H),12710.0,65.0,-0.51%,0.0,12770.0,12770.0,12710.0
1318.0,ACE ESG액티브,7925.0,15.0,-0.19%,0.0,7940.0,7950.0,7895.0
1319.0,TIGER 삼성그룹펀더멘털,11510.0,40.0,+0.35%,0.0,11535.0,11540.0,11490.0
1320.0,KBSTAR 200선물인버스2X,2490.0,5.0,+0.20%,0.0,2490.0,2510.0,2480.0
1321.0,세방우,6800.0,20.0,+0.29%,500.0,6780.0,6820.0,6780.0
1322.0,KODEX S&P글로벌인프라(합성),13940.0,65.0,+0.47%,0.0,13885.0,13940.0,13800.0
1323.0,KODEX Fn시스템반도체,9225.0,70.0,-0.75%,0.0,9280.0,9320.0,9165.0
1324.0,SOL KIS단기통안채,104235.0,30.0,+0.03%,0.0,104235.0,104235.0,104235.0
1325.0,TIGER 차이나항셍테크레버리지(합성 H),9010.0,115.0,+1.29%,0.0,9015.0,9250.0,8845.0
1326.0,메리츠 미국채10년 ETN(H),8220.0,25.0,-0.30%,0.0,8220.0,8235.0,8210.0
1327.0,TIGER KRX2차전지K-뉴딜레버리지,12270.0,130.0,-1.05%,0.0,12400.0,12420.0,11990.0
1328.0,SOL 미국S&P500ESG,11625.0,45.0,+0.39%,0.0,11580.0,11625.0,11525.0
1329.0,ACE 국고채3년,101620.0,25.0,-0.02%,0.0,101630.0,101680.0,101540.0
1330.0,TIGER 미국나스닥100TR채권혼합Fn,11080.0,20.0,+0.18%,0.0,11130.0,11130.0,11045.0
1331.0,QV 블룸버그 2X 천연가스 선물 ETN(H),1215.0,75.0,+6.58%,0.0,1210.0,1220.0,1205.0
1332.0,ACE 엔비디아채권혼합블룸버그,14280.0,60.0,+0.42%,0.0,14225.0,14305.0,14225.0
1333.0,ACE 코스닥150,15115.0,80.0,-0.53%,0.0,15225.0,15290.0,15050.0
1334.0,KODEX 미국S&P500(H),10895.0,5.0,-0.05%,0.0,10885.0,10905.0,10870.0
1335.0,녹십자홀딩스2우,28100.0,1000.0,-3.44%,500.0,29100.0,29100.0,28100.0
1336.0,KBSTAR 국고채3년,107510.0,25.0,-0.02%,0.0,107520.0,107590.0,107465.0
1337.0,TIGER Fn신재생에너지,9795.0,145.0,-1.46%,0.0,9945.0,9945.0,9780.0
1338.0,TIGER 구리실물,9945.0,30.0,+0.30%,0.0,9895.0,9945.0,9895.0
1339.0,KODEX 삼성전자채권혼합Wise,10585.0,25.0,-0.24%,0.0,10605.0,10615.0,10575.0
1340.0,대신 인버스 2X 철광석 선물 ETN(H),23220.0,1235.0,-5.05%,0.0,23635.0,23635.0,22940.0
1341.0,TRUE 레버리지 금 선물 ETN,23110.0,0.0,0.00%,0.0,23110.0,23110.0,23110.0
1342.0,KBSTAR 중장기국공채액티브,100590.0,75.0,-0.07%,0.0,100650.0,100650.0,100570.0
1343.0,KODEX TRF5050,12790.0,75.0,+0.59%,0.0,12715.0,12800.0,12710.0
1344.0,메리츠 레버리지 인플레이션 국채 ETN,11510.0,10.0,+0.09%,0.0,11510.0,11510.0,11510.0
1345.0,대덕전자1우,10930.0,310.0,-2.76%,500.0,11160.0,11220.0,10810.0
1346.0,KODEX 미국러셀2000(H),12375.0,50.0,-0.40%,0.0,12335.0,12390.0,12335.0
1347.0,KODEX TRF7030,14255.0,50.0,+0.35%,0.0,14195.0,14265.0,14190.0
1348.0,대신 S&P 2X 천연가스 선물 ETN B,22805.0,1500.0,+7.04%,0.0,22675.0,22805.0,21305.0
1349.0,미래에셋 -2X 미국채울트라30년 선물 ETN,11255.0,0.0,0.00%,0.0,11255.0,11255.0,11255.0
1350.0,대신 레버리지 KRX 금현물 ETN,22475.0,135.0,+0.60%,0.0,22445.0,22475.0,22445.0
1351.0,코아스,721.0,6.0,+0.84%,500.0,717.0,729.0,702.0
1352.0,HANARO Fn전기&수소차,9865.0,45.0,-0.45%,0.0,9980.0,9980.0,9840.0
1353.0,미래에셋 인버스 코스피200 선물 ETN,11090.0,20.0,-0.18%,0.0,11105.0,11135.0,11090.0
1354.0,신한 인버스 코스피 200 선물 ETN,11085.0,10.0,-0.09%,0.0,11100.0,11100.0,11085.0
1355.0,메리츠 인플레이션 국채 ETN,11015.0,5.0,+0.05%,0.0,11015.0,11015.0,11015.0
1356.0,미래에셋 코스닥150 선물 ETN,10990.0,230.0,+2.14%,0.0,11025.0,11025.0,10990.0
1357.0,TIGER 200 건설,3440.0,15.0,-0.43%,0.0,3495.0,3495.0,3410.0
1358.0,KB 레버리지 KOSDAQ 150 선물 ETN,43715.0,585.0,-1.32%,0.0,44410.0,44410.0,43715.0
1359.0,미래에셋 레버리지 옥수수 선물 ETN,21705.0,60.0,-0.28%,0.0,22660.0,22660.0,21385.0
1360.0,신한 다우존스지수 선물 ETN(H),21630.0,65.0,-0.30%,0.0,21630.0,21630.0,21630.0
1361.0,메리츠 인버스 천연가스 선물 ETN(H),21590.0,770.0,-3.44%,0.0,21610.0,21620.0,21580.0
1362.0,TRUE 인버스 2X 구리 선물 ETN,21510.0,390.0,-1.78%,0.0,21305.0,21510.0,21220.0
1363.0,미래에셋 인버스 천연가스 선물 ETN(H),21435.0,875.0,-3.92%,0.0,21610.0,21610.0,21435.0
1364.0,KODEX 코스피대형주,12540.0,20.0,-0.16%,0.0,12560.0,12560.0,12510.0
1365.0,KODEX 배당성장채권혼합,11830.0,0.0,0.00%,0.0,11810.0,11840.0,11800.0
1366.0,LX하우시스우,20600.0,100.0,-0.48%,5000.0,20700.0,20850.0,20350.0
1367.0,삼성 레버리지 S&P500 선물 ETN,21070.0,140.0,-0.66%,0.0,21085.0,21085.0,21070.0
1368.0,메리츠 레버리지 대표 농산물 선물 ETN(H),21065.0,165.0,+0.79%,0.0,20750.0,21065.0,20650.0
1369.0,KBSTAR 국채선물5년추종인버스,55635.0,105.0,+0.19%,0.0,55605.0,55635.0,55590.0
1370.0,TIGER 코스닥150바이오테크,7560.0,95.0,-1.24%,0.0,7680.0,7685.0,7540.0
1371.0,신한 코스닥 150 ETN,10490.0,190.0,+1.84%,0.0,10510.0,10510.0,10490.0
1372.0,HANARO 코스닥150,14970.0,125.0,-0.83%,0.0,15000.0,15100.0,14915.0
1373.0,KBSTAR 미국S&P원유생산기업(합성 H),6515.0,180.0,+2.84%,0.0,6485.0,6520.0,6485.0
1374.0,KBSTAR 국고채3년선물인버스,107370.0,70.0,+0.07%,0.0,107360.0,107420.0,107360.0
1375.0,신한 옥수수 선물 ETN(H),10305.0,80.0,-0.77%,0.0,10340.0,10355.0,10195.0
1376.0,키움 인버스 미국달러선물 ETN,10225.0,0.0,0.00%,0.0,10225.0,10225.0,10225.0
1377.0,FOCUS AI코리아액티브,12025.0,30.0,+0.25%,0.0,12020.0,12025.0,12020.0
1378.0,KBSTAR 200선물레버리지,15720.0,25.0,+0.16%,0.0,15745.0,15745.0,15570.0
1379.0,QV S&P500 VIX S/T 선물 ETN D,10210.0,105.0,-1.02%,0.0,10205.0,10210.0,10205.0
1380.0,TIGER 미국달러선물인버스2X,6795.0,75.0,-1.09%,0.0,6885.0,6885.0,6795.0
1381.0,QV 레버리지 금 선물 ETN(H),20355.0,0.0,0.00%,0.0,20355.0,20355.0,20355.0
1382.0,QV 미국 IT TOP5 ETN(H),29025.0,625.0,+2.20%,0.0,28410.0,29025.0,28410.0
1383.0,SOL 미국TOP5채권혼합40 Solactive,11280.0,35.0,+0.31%,0.0,11260.0,11280.0,11245.0
1384.0,신한 K200 USD 선물 바이셀 ETN,10150.0,0.0,0.00%,0.0,10150.0,10150.0,10150.0
1385.0,메리츠 레버리지 금 선물 ETN(H),20295.0,55.0,+0.27%,0.0,20295.0,20295.0,20295.0
1386.0,TRUE 인버스 2X 금 선물 ETN,20130.0,10.0,-0.05%,0.0,20080.0,20130.0,20080.0
1387.0,메리츠 인버스 국채3년 ETN,10065.0,0.0,0.00%,0.0,10065.0,10065.0,10065.0
1388.0,메리츠 KIS 통안채 1년 ETN,50310.0,0.0,0.00%,0.0,50310.0,50310.0,50310.0
1389.0,TIGER MKF배당귀족,11735.0,105.0,+0.90%,0.0,11630.0,11740.0,11610.0
1390.0,QV iSelect 글로벌 EMP ETN(H),9935.0,0.0,0.00%,0.0,9935.0,9935.0,9935.0
1391.0,KODEX 미국나스닥100선물인버스(H),9875.0,45.0,-0.45%,0.0,9895.0,9905.0,9865.0
1392.0,한화투자증권우,4105.0,20.0,-0.48%,5000.0,4145.0,4145.0,4010.0
1393.0,하나 레버리지 옥수수 선물 ETN(H),19520.0,145.0,-0.74%,0.0,19665.0,19665.0,19340.0
1394.0,KB 레버리지 항셍테크 선물 ETN(H) B,19430.0,640.0,+3.41%,0.0,19870.0,19985.0,19430.0
1395.0,메리츠 인버스 2X 구리 선물 ETN(H),19415.0,545.0,-2.73%,0.0,19305.0,19415.0,19120.0
1396.0,QV 인버스 레버리지 구리 선물 ETN(H),19365.0,455.0,-2.30%,0.0,19265.0,19365.0,19125.0
1397.0,메리츠 레버리지 국채30년 ETN,4840.0,125.0,-2.52%,0.0,4870.0,4875.0,4790.0
1398.0,삼성 인버스 2X S&P500 선물 ETN,19330.0,75.0,+0.39%,0.0,19310.0,19330.0,19265.0
1399.0,KODEX 게임산업,6875.0,100.0,-1.43%,0.0,6950.0,6970.0,6845.0
1400.0,KBSTAR 차이나HSCEI(H),8020.0,65.0,+0.82%,0.0,8075.0,8080.0,8000.0
1401.0,KODEX TDF2050액티브,11320.0,20.0,+0.18%,0.0,11300.0,11340.0,11280.0
1402.0,하나 인버스 2X 구리 선물 ETN(H),19240.0,385.0,-1.96%,0.0,19130.0,19240.0,18960.0
1403.0,코리아써우,6490.0,90.0,+1.41%,500.0,6260.0,6540.0,6260.0
1404.0,미래에셋 미디어엔터 Core5 ETN,9615.0,0.0,0.00%,0.0,9615.0,9615.0,9615.0
1405.0,ACE 아시아TOP50S&P,12810.0,0.0,0.00%,0.0,12720.0,12810.0,12720.0
1406.0,비케이탑스,904.0,0.0,0.00%,500.0,0.0,0.0,0.0
1407.0,넥센타이어1우B,2950.0,30.0,-1.01%,500.0,2985.0,2985.0,2940.0
1408.0,하나 블룸버그 2X 천연가스 선물 ETN(H) B,19155.0,1210.0,+6.74%,0.0,19090.0,19155.0,18300.0
1409.0,메리츠 블룸버그 2X 천연가스선물 ETN(H) B,19140.0,1215.0,+6.78%,0.0,19140.0,19140.0,19065.0
1410.0,신한 인버스 2X 다우존스지수 선물 ETN(H),1910.0,10.0,+0.53%,0.0,1915.0,1915.0,1905.0
1411.0,KODEX 아시아반도체공급망exChina액티브,12685.0,70.0,+0.55%,0.0,12755.0,12755.0,12560.0
1412.0,메리츠 국채10년 ETN,9435.0,45.0,-0.47%,0.0,9435.0,9435.0,9435.0
1413.0,TIGER 코스피고배당,13075.0,150.0,+1.16%,0.0,13100.0,13100.0,12940.0
1414.0,대상우,13650.0,50.0,+0.37%,1000.0,13600.0,13650.0,13550.0
1415.0,KB CSI 300 ETN,9300.0,100.0,+1.09%,0.0,9345.0,9345.0,9300.0
1416.0,KODEX 코스피100,26555.0,10.0,+0.04%,0.0,26370.0,26570.0,26370.0
1417.0,TRUE 인버스 2X 베트남 VN30 선물 ETN(H),18570.0,25.0,-0.13%,0.0,18965.0,18965.0,18570.0
1418.0,TIGER 차이나반도체FACTSET,6175.0,0.0,0.00%,0.0,6185.0,6245.0,6150.0
1419.0,KBSTAR 미국S&P500(H),11470.0,0.0,0.00%,0.0,11480.0,11480.0,11445.0
1420.0,KB CSI 500 ETN,9115.0,110.0,+1.22%,0.0,9090.0,9115.0,9090.0
1421.0,TIGER 농산물선물Enhanced(H),7260.0,5.0,-0.07%,0.0,7210.0,7260.0,7210.0
1422.0,TIGER KRX게임K-뉴딜,5110.0,50.0,-0.97%,0.0,5180.0,5195.0,5100.0
1423.0,메리츠 인버스 2X 금 선물 ETN(H),18125.0,0.0,0.00%,0.0,18125.0,18125.0,18125.0
1424.0,코오롱모빌리티그룹우,7330.0,70.0,+0.96%,500.0,7260.0,7340.0,7160.0
1425.0,TIGER 원유선물인버스(H),3020.0,90.0,-2.89%,0.0,3025.0,3025.0,3010.0
